dataset,query_mode,workload,query_id,method,seed,table,alias,predicate_count,actual_cardinality,estimated_cardinality,q_error,signed_log10_error,bias,source_sql_path
Hollywood200K,balanced_duckdb_pg_200k,JOB,17e,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/17e.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/17f.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/17f.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,DuckDB,,name,n,1,350384,96000,3.6498333333333335,-0.5622730332054426,under,queries/job/17f.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,PostgreSQL,,name,n,1,350384,373333,1.0654967121786383,0.027552113942404824,over,queries/job/17f.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,DuckDB,,cast_info,ci,1,1,942,942.0,2.9740509027928774,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL,,cast_info,ci,1,1,161,161.0,2.2068258760318495,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,DuckDB,,name,n,2,2,240000,120000.0,5.079181246047625,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL,,name,n,2,2,25,12.5,1.0969100130080565,over,queries/job/18a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,cast_info,ci,1,446710,996044,2.2297329363569207,0.3482528490516725,over,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,cast_info,ci,1,446710,444064,1.005958600562081,-0.002580108038592424,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,movie_info,mi,2,247667,215699,1.1482065285420888,-0.06002001187643887,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,movie_info,mi,2,247667,167780,1.476141375610919,-0.16912795349475598,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,movie_info_idx,mi_idx,1,394413,140634,2.804535176415376,-0.44786089160076237,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,movie_info_idx,mi_idx,1,403260,401916,1.0033439823246648,-0.0014498502831148624,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,name,n,2,245338,240000,1.0222416666666667,-0.009553578864002293,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,name,n,2,245338,237303,1.0338596646481502,-0.014461591944404585,under,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,DuckDB,,title,t,1,1521,70291,46.21367521367522,1.664770507829463,over,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,title,t,1,1521,1781,1.170940170940171,0.06853470541024514,over,queries/job/18b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,DuckDB,,cast_info,ci,1,446710,996044,2.2297329363569207,0.3482528490516725,over,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,cast_info,ci,1,446710,444064,1.005958600562081,-0.002580108038592424,under,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,DuckDB,,movie_info,mi,1,378532,1078499,2.8491620259317574,0.45471714736767543,over,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,movie_info,mi,1,378532,368075,1.0284099707939958,-0.012166278627980497,under,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,DuckDB,,name,n,1,245338,240000,1.0222416666666667,-0.009553578864002293,under,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,name,n,1,245338,245520,1.0007418337151195,0.0003220548481578285,over,queries/job/18c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,cast_info,ci,1,105258,996044,9.46288168120238,0.9760234099397831,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,cast_info,ci,1,105258,107400,1.0203499971498604,0.008749167603385413,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,company_name,cn,1,95,273,2.873684210526316,0.4584390417519083,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,company_name,cn,1,95,95,1.0,0.0,exact,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,movie_companies,mc,2,177329,155419,1.140973754817622,-0.05727565469956889,under,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,movie_companies,mc,2,177329,182312,1.0281003107218785,0.012035490405999378,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,movie_info,mi,2,2,1078499,539249.5,5.731789751090592,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,movie_info,mi,2,2,260,130.0,2.113943352306837,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,name,n,2,1,240000,240000.0,5.380211241711606,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,name,n,2,1,22,22.0,1.3424226808222062,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,DuckDB,,title,t,1,8471,70291,8.297839688348484,0.918965040141282,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,title,t,1,8471,8517,1.005430291583048,0.002351965504340161,over,queries/job/19a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,cast_info,ci,1,26383,942,28.007430997876856,-1.4472732746709844,under,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,cast_info,ci,1,26383,27889,1.0570822120304741,0.024108764831304762,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,company_name,cn,1,8157,273,29.87912087912088,-1.4753678152664067,under,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,company_name,cn,1,8157,8157,1.0,0.0,exact,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,movie_companies,mc,2,176168,155419,1.1335036256828315,-0.05442291362136155,under,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,movie_companies,mc,2,176168,39346,4.477405581253494,-0.6510264362914876,under,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,movie_info,mi,2,420975,1078499,2.561907476691015,0.4085634411432014,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,movie_info,mi,2,420975,345356,1.218959566360509,-0.08598930004188424,under,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,name,n,2,1,240000,240000.0,5.380211241711606,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,name,n,2,1,25,25.0,1.3979400086720377,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,DuckDB,,title,t,2,1,70291,70291.0,4.846899721882461,over,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,title,t,2,1,1,1.0,0.0,exact,queries/job/19b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,cast_info,ci,1,105258,996044,9.46288168120238,0.9760234099397831,over,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,cast_info,ci,1,105258,107400,1.0203499971498604,0.008749167603385413,over,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,company_name,cn,1,8157,273,29.87912087912088,-1.4753678152664067,under,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,company_name,cn,1,8157,8157,1.0,0.0,exact,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,movie_info,mi,2,434827,1078499,2.4802944619354363,0.3945032435690422,over,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,movie_info,mi,2,434827,394324,1.1027150262220915,-0.042463292558247476,under,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,name,n,2,203026,240000,1.1821146060110528,0.07265958343642162,over,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,name,n,2,203026,200766,1.0112568861261368,-0.004861491946806557,under,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,DuckDB,,title,t,1,349934,70291,4.978361383391899,-0.6970864192143915,under,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,title,t,1,349934,349674,1.000743549706298,-0.00032279954058071737,under,queries/job/19c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,cast_info,ci,1,105258,996044,9.46288168120238,0.9760234099397831,over,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,cast_info,ci,1,105258,107400,1.0203499971498604,0.008749167603385413,over,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,company_name,cn,1,8157,273,29.87912087912088,-1.4753678152664067,under,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,company_name,cn,1,8157,8157,1.0,0.0,exact,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,name,n,1,218573,240000,1.0980313213434414,0.0406147285408602,over,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,name,n,1,218573,218416,1.0007188118086587,-0.0003120638578662077,under,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,DuckDB,,title,t,1,341478,70291,4.858061487245878,-0.6864630072584492,under,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,title,t,1,341478,341005,1.0013870764358295,-0.0006019822408182124,under,queries/job/19d.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,char_name,chn,2,279,296765,1063.673835125448,3.0268084763415404,over,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,char_name,chn,2,279,297,1.064516129032258,0.027152246043614773,over,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,keyword,k,1,8,4351,543.875,2.7354990963007735,over,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,keyword,k,1,8,8,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,DuckDB,,title,t,1,351455,70291,5.0,-0.6989700043360187,under,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,title,t,1,351455,351455,1.0,0.0,exact,queries/job/20a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,char_name,chn,2,31570,296765,9.400221729490022,0.9731380977229204,over,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,char_name,chn,2,31570,30119,1.0481755702380557,-0.020434033410415848,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,keyword,k,1,8,4351,543.875,2.7354990963007735,over,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,keyword,k,1,8,8,1.0,0.0,exact,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,name,n,1,441020,96000,4.593958333333333,-0.6621870518765356,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,name,n,1,441020,441212,1.0004353544056959,0.00018903087133964838,over,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,DuckDB,,title,t,1,349934,70291,4.978361383391899,-0.6970864192143915,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,title,t,1,349934,349674,1.000743549706298,-0.00032279954058071737,under,queries/job/20b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,char_name,chn,2,41811,296765,7.097773313242927,0.851122124853809,over,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,char_name,chn,2,41811,297,140.77777777777777,-2.1485341054441163,under,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,keyword,k,1,10,4351,435.1,2.638589083292717,over,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,keyword,k,1,10,10,1.0,0.0,exact,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,kind_type,kt,1,1,1,1.0,0.0,exact,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,DuckDB,,title,t,1,349934,70291,4.978361383391899,-0.6970864192143915,under,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,title,t,1,349934,349674,1.000743549706298,-0.00032279954058071737,under,queries/job/20c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,company_name,cn,2,1,3600,3600.0,3.5563025007672873,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,company_name,cn,2,1,2,2.0,0.3010299956639812,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,link_type,lt,1,1,3,3.0,0.47712125471966244,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,link_type,lt,1,1,1,1.0,0.0,exact,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,movie_companies,mc,1,319455,155419,2.0554436716231606,-0.3129055796624974,under,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,movie_companies,mc,1,319455,320631,1.0036812696623938,0.0015958195785439678,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,movie_info,mi,1,404677,1078499,2.665085982153668,0.42571122498454556,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,movie_info,mi,1,404677,400086,1.0114750328679334,-0.004955167164649361,under,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,DuckDB,,title,t,1,1521,70291,46.21367521367522,1.664770507829463,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,title,t,1,1521,1781,1.170940170940171,0.06853470541024514,over,queries/job/21a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,company_name,cn,2,1,3600,3600.0,3.5563025007672873,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,company_name,cn,2,1,2,2.0,0.3010299956639812,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,link_type,lt,1,1,3,3.0,0.47712125471966244,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,link_type,lt,1,1,1,1.0,0.0,exact,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,movie_companies,mc,1,319455,155419,2.0554436716231606,-0.3129055796624974,under,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,movie_companies,mc,1,319455,320631,1.0036812696623938,0.0015958195785439678,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,movie_info,mi,1,68140,1078499,15.827692985030819,1.1994176175227151,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,movie_info,mi,1,68140,65753,1.0363025261204812,-0.01548655680431349,under,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,DuckDB,,title,t,1,1521,70291,46.21367521367522,1.664770507829463,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,title,t,1,1521,1781,1.170940170940171,0.06853470541024514,over,queries/job/21b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,company_name,cn,2,904,3600,3.982300884955752,0.600134070291924,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,company_name,cn,2,904,1453,1.6073008849557522,0.2060971838226582,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,link_type,lt,1,2,3,1.5,0.17609125905568124,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,link_type,lt,1,2,1,2.0,-0.3010299956639812,under,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,movie_companies,mc,1,319455,155419,2.0554436716231606,-0.3129055796624974,under,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,movie_companies,mc,1,319455,320631,1.0036812696623938,0.0015958195785439678,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,movie_info,mi,1,807573,1078499,1.3354817459226596,0.12563795622916957,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,movie_info,mi,1,807573,797119,1.0131147294193212,-0.005658629498822053,under,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,DuckDB,,title,t,1,18955,70291,3.7083091532577157,0.569175933120008,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,title,t,1,18955,19342,1.0204167765761012,0.008777590191115453,over,queries/job/21c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,22a,DuckDB,,company_name,cn,1,9846,3600,2.735,-0.4369573306694496,under,queries/job/22a.sql
